核准登記營業日期,縣市旅宿登記證號,類別,標章,溫泉標章,旅宿名稱,縣市,鄉鎮,郵遞區號,地址,電話或手機,傳真,房間數,電子郵件,網址
2014-12-01,臺北市旅館479號,旅館,,否,誠品行旅,臺北市,信義區,110,臺北市信義區菸廠路98號、2樓、3樓,02-66262888,02-66263888,104,service@eslitehotel.com,http://www.eslitehotel.com
2014-11-28,屏東縣民宿269號,民宿,,否,草分木民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮船帆路606號,0913-595027,-,4,yellows.juice@gmail.com,
2014-11-28,花蓮縣民宿1508號,民宿,,否,湘情民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉平和村25鄰大學路2段63巷56號,03-8663518,-,5,,
2014-11-27,臺北市旅館478號,旅館,,否,思泊客,臺北市,信義區,110,"臺北市信義區信義路五段16號B1,18號B1,B1-1",02-27230999,02-27233355,45,rsvn@sparklehotel.com.tw,http://www.sparklehotel.com.tw
2014-11-27,花蓮縣民宿1513號,民宿,,否,永豐勝民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉干城村5鄰干城二街38號,0980-418143,-,4,a0980418143@gmail.com,https://yfs.hualien-travel.com.tw/
2014-11-27,花蓮縣民宿1511號,民宿,,否,自在海民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉東昌村37鄰名人70號,0988-261398,-,5,li0988261622@gmail.com,
2014-11-27,花蓮縣民宿1510號,民宿,,否,都鐸王朝民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉鹽寮村鹽寮91號,0958-256080,-,5,,
2014-11-27,花蓮縣民宿1512號,民宿,,否,7街160民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉仁安村16鄰南海七街160號,0937-167737,-,2,life.war52@gmail.com,
2014-11-27,花蓮縣民宿1509號,民宿,好客民宿,否,純舍民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉東昌村22鄰東海十五街80巷19弄48號,0975-890512,-,5,purehouse.tw@gmail.com,http://www.gopurehouse.com
2014-11-26,花蓮縣民宿1507號,民宿,好客民宿,否,心享庭園民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉仁和村35鄰吉豐路一段65巷2-69號,03-8537967,-,3,mgelwc@yahoo.com.tw,http://www.wishesbnb.tw
2014-11-26,臺北市旅館477號,旅館,,否,洛碁大飯店驛,臺北市,中正區,100,臺北市中正區重慶南路1段21號1至10樓及15號2至10樓,02-23819199,02-23819190,103,station@gwh.global,http://station.greenworldhotels.com/
2014-11-26,宜蘭縣民宿1171號,民宿,,否,五月天田園民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉補城路708號,0979-703913,02-22691433,4,lisa@yingde.com.tw,
2014-11-27,新北市民宿197號,民宿,,否,魚旅,新北市,鶯歌區,239,新北市鶯歌區文化路171號,0910-071926,-,5,fishhosteltaiwan@gmail.com,
2014-11-26,屏東縣民宿267號,民宿,,否,經典公仔主題民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮福德路35號,08-8894176,-,5,ezboss888@gmail.com,http://www.uukt.com.tw/kenting/47739
2014-11-26,宜蘭縣民宿1168號,民宿,,否,宜蘭81輕旅boat,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉二龍村淇武蘭路81之16號,0989-419419,-,1,like1009jay@gmail.com,
2014-11-26,宜蘭縣民宿1170號,民宿,,否,田中歐寒集,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉武淵村武淵二路39號,03-9500388,-,5,andrea13019@hotmail.com,
2014-11-25,花蓮縣民宿1503號,民宿,,否,隨逸輕旅民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉勝安村14鄰勝安三街33巷28號,0920-646123,-,3,syqlms@gmail.com,https://wx.yunzhanggui.com/w-1262
2014-11-25,花蓮縣民宿1505號,民宿,,否,夏洛克民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉干城村5鄰干城二街125巷12號,0988-959922,-,5,summerrocker2014@gmail.com,
2014-11-25,花蓮縣民宿1500號,民宿,,否,阡陌居民宿,花蓮縣,新城鄉,971,花蓮縣新城鄉嘉里村32鄰嘉里三街113巷2弄18號,0933-798725,-,2,t798725@yahoo.com.tw,
2014-11-25,高雄市旅館463號,旅館,,否,高雄國際會館,高雄市,小港區,812,高雄市小港區大業北路436號,07-2620999,07-8037388,100,rv@khhplaza.com.tw,http://www.khhplaza.com.tw
2014-11-25,花蓮縣民宿1501號,民宿,,否,花蓮驛站民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉北昌村1鄰自立路二段19號,0963-065011,-,3,a573698215@gmail.com,
2014-11-25,花蓮縣民宿1504號,民宿,,否,晨曦農業休閒民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉福興村11鄰福興八街325號,0911-896773,-,5,,
2014-11-24,花蓮縣民宿1494號,民宿,,否,白陽二館民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉北昌村28鄰北昌五街6號,0912-488328,-,4,,
2014-11-24,高雄市旅館462號,旅館,,否,弘州商務旅館,高雄市,林園區,832,高雄市林園區東林西路105巷11號,07-6438889,07-6423564,10,,
2014-11-21,宜蘭縣民宿1165號,民宿,,否,甜園玉光民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉瑪僯路126-5號,0919-394338,-,5,ilovesweetlight@gmail.com,
2014-11-21,臺東縣民宿777號,民宿,,否,日初山莊民宿,臺東縣,卑南鄉,954,臺東縣卑南鄉富源村富源116號,089-237755,-,5,777nightview@gmail.com,https://www.facebook.com/777nightview/
2014-11-21,宜蘭縣民宿1166號,民宿,,否,ＲＯＹＡＬ　ＨＯＵＳＥ,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉鹿得三路159號,0982-258332,-,3,royalhouse1166@gmail.com,
2014-11-21,宜蘭縣民宿1167號,民宿,,否,藝景居民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉鹿得三路161號,0916-220518,-,3,welly77.tw@hotmail.com,
2014-11-20,臺東縣民宿825號,民宿,,否,串門子民宿,臺東縣,臺東市,950,臺東縣臺東市興隆路23巷9號,0908-633676,-,2,fullmoonov@gmail.com,http://www.ttdropin.com/
2014-11-20,臺東縣民宿826號,民宿,,否,美泰の民宿,臺東縣,臺東市,950,臺東縣臺東市文山路48號,089-333947,089-361121,4,melodyhaugn89@gmail.com,
2014-11-20,臺東縣民宿822號,民宿,,否,萊灣民宿,臺東縣,臺東市,950,臺東縣臺東市蘭州街121號,089-232822,-,4,,
2014-11-20,臺東縣民宿824號,民宿,,否,鎖定台東民宿,臺東縣,臺東市,950,臺東縣臺東市興安路一段22號,0932-688482,-,5,,
2014-11-18,屏東縣民宿262號,民宿,,否,墾丁南點民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮鵝鑾路228號,08-8851132,-,3,,
2014-11-18,宜蘭縣民宿1162號,民宿,,否,羅東田田圈民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮竹林街423號,0988-286804,-,5,ava29yang@gmail.com,
2014-11-18,宜蘭縣民宿1161號,民宿,,否,飛虹民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉德陽村奇立丹路107之12號,0977-056188,-,4,gt0906637688@gmail.com,
2014-11-18,屏東縣民宿265號,民宿,,否,171幸福旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮省北路169、171號,08-8851171,08-8851284,5,hotel171hotel@gmail.com,
2014-11-18,新北市旅館280號,旅館,,否,清翼居旅店海洋館,新北市,板橋區,220,新北市板橋區成都街65號,02-29596996,02-29592183,31,morwinghotelocean@gmail.com,http://www.morwinghotel.com/
2014-11-18,屏東縣民宿266號,民宿,,否,福賓別館民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路255號,08-8861278,-,4,ktfubin@gmail.com,https://www.facebook.com/ktfubin/
2014-11-18,嘉義縣民宿135號,民宿,,否,東石兜風民宿,嘉義縣,東石鄉,614,嘉義縣東石鄉東石村26鄰觀海三路191號,05-3703203,-,4,wiwi3203@gmail.com,
2014-11-18,屏東縣民宿264號,民宿,,否,心語渡假旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮大灣路262-1號,08-8862868,-,2,qq168@hotmail.com.tw,
2014-11-17,臺北市旅館476號,旅館,,否,皇家玫瑰旅館西門館,臺北市,萬華區,108,臺北市萬華區西寧南路63之1號,02-23819333,02-23813222,7,rose.hotel4@msa.hinet.net,http://www.rosehotel.com.tw/tw/hotel_about.php?hid=4
2014-11-17,屏東縣民宿261號,民宿,,否,澤信旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮大灣路260號,08-8862676,08-8861461,2,tzshin8862676@gmail.com,
2014-11-17,南投縣民宿599號,民宿,,否,原森林民宿,南投縣,魚池鄉,555,南投縣魚池鄉中明村文化巷39-1號,049-2899107,049-2899383,4,yuanhomestay@gmail.com,
2014-11-17,屏東縣民宿260號,民宿,,否,水岸渡假別館民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮大灣路252-1號,08-8861967,08-8862132,3,shuianshuian7539@gmail.com,
2014-11-12,屏東縣民宿258號,民宿,,否,上詠旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路佛光巷11號之1,08-8861701,08-8862006,5,sos3210mail31@gmail.com,
2014-11-12,屏東縣民宿257號,民宿,,否,翡麗金旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮大灣路142-1號,08-8863800,-,4,k8863800@kimo.com,
2014-11-12,宜蘭縣民宿1160號,民宿,,否,歡樂滿屋,宜蘭縣,五結鄉,268,宜蘭縣五結鄉孝威路393號,03-9602066,-,5,ulifeday@gmail.com,http://www.ulifedays.com.tw
2014-11-12,屏東縣民宿256號,民宿,,否,太平洋旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路通海巷41號,08-8856869,08-8862976,5,a8856869@yahoo.com.tw,
2014-11-11,苗栗縣民宿285號,民宿,,否,瞭望角民宿,苗栗縣,泰安鄉,365,苗栗縣泰安鄉清安村3鄰小南角66號,037-941666,-,2,gocamping520@gmail.com,http://gocamping520.pixnet.net/blog
2014-11-11,屏東縣民宿255號,民宿,,否,戀南灣民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮南灣路信義巷32號,08-8899856,08-8897458,1,,
2014-11-11,宜蘭縣民宿1159號,民宿,,否,我們這一家,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉廣興村梅花路248號,0918-685737,-,4,,
2014-11-12,連江縣民宿070號,民宿,,否,安錤的家,連江縣,南竿鄉,209,連江縣南竿鄉介壽村47之2號2樓,0836-22180,0836-25274,4,angelhome520@gmail.com,
2014-11-10,高雄市旅館461號,旅館,,否,家和商旅,高雄市,三民區,807,高雄市三民區九如二路486之1號,07-3215558,07-3218268,46,jhotel3215558@gmail.com,
2014-11-07,臺中市民宿080號,民宿,,否,踢生活背包客棧,臺中市,龍井區,434,臺中市龍井區新東里23鄰新興路27巷10號,0989-610980,04-26325980,5,t.life.hostel@gmail.com,
2014-11-06,花蓮縣民宿1491號,民宿,,否,快樂腳青年民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市中山路601巷1弄2號,03-8352868,-,3,shinyao1208@hotmail.com.tw,
2014-11-06,交觀宿字第1438號,一般觀光旅館,,否,台東桂田喜來登酒店,臺東縣,臺東市,950,臺東縣臺東市正氣路316號,089-328858,089-328277,290,service@sheraton-taitung.com,https://www.sheraton-taitung.com/
2014-11-06,花蓮縣民宿1479號,民宿,好客民宿,否,雲山水樸耕園民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉豐坪村11鄰豐坪路二段2巷201弄48號,03-8652635,-,4,a67916@hotmail.com,http://www.permaculture.com.tw
2014-11-06,花蓮縣民宿1493號,民宿,,否,漫旅民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市中原路656號,0988-866513,-,4,info@manlu.com.tw,https://manlu.com.tw/
2014-11-06,花蓮縣民宿1487號,民宿,,否,甜心房民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉吉安村5鄰吉興一街345巷41號,0935-595159,-,3,,
2014-11-06,花蓮縣民宿1484號,民宿,,否,花田草弄民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉吉安村21鄰吉興二街241號,0928-299638,-,4,,
2014-11-06,花蓮縣民宿1489號,民宿,,否,法托里亞民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市國興一街18號,0965-312180,-,5,sioom.tw@gmail.com,
2014-11-06,花蓮縣民宿1485號,民宿,,否,為真家民宿,花蓮縣,秀林鄉,972,花蓮縣秀林鄉景美村2鄰加灣21-5號,03-8269967,-,4,,
2014-11-06,花蓮縣民宿1492號,民宿,,否,僖豆背包客會舘民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市商校街192號,03-8315050,-,5,,
2014-11-05,花蓮縣民宿1483號,民宿,,否,御安居民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉干城村5鄰干城二街106號,0928-547056,-,5,k0912522902@gmail.com,
2014-11-03,臺東縣民宿819號,民宿,,否,知本踢踏民宿,臺東縣,臺東市,950,臺東縣臺東市知本路2段292巷139號,089-515227,-,4,,
2014-11-03,臺東縣民宿806號,民宿,,否,達布利行館民宿,臺東縣,綠島鄉,951,臺東縣綠島鄉公館村6-1號,089-672862,-,5,penny8132@yahoo.com.tw,
2014-11-05,新竹縣旅館023號,旅館,,否,享豪大飯店,新竹縣,竹北市,302,新竹縣竹北市信義街7號,03-6565501,03-5557052,106,service@yuhaohotel.com.tw,
2014-11-03,臺北市旅館474號,旅館,,否,首都大飯店松山館,臺北市,松山區,105,臺北市松山區八德路四段658號1至12樓,02-77375577,02-77375588,123,capital.ssfo@gmail.com,http://www.capitalsongshan.com.tw
2014-11-03,臺東縣民宿811號,民宿,,否,達利陽光旅宿民宿,臺東縣,臺東市,950,臺東縣臺東市常德路177號,089-338778,089-338778,5,darlisunny@gmail.com,http://www.dalisunny.com.tw
2014-10-31,澎湖縣民宿335號,民宿,,否,波克夏民宿,澎湖縣,七美鄉,883,澎湖縣七美鄉南港村11鄰南滬51號,0966-517917,-,1,berkshire711@gmail.com,
2014-10-31,宜蘭縣民宿1151號,民宿,好客民宿,否,月禾園民宿,宜蘭縣,三星鄉,266,宜蘭縣三星鄉雙賢村忠平路24-8號,03-9893370,-,5,ctbankann@gmail.com,http://hostel.url.com.tw/0953511362
2014-10-31,澎湖縣民宿334號,民宿,,否,沐月民宿,澎湖縣,馬公市,880,澎湖縣馬公市鎖港里19鄰鎖管港1466號,06-9952886,-,5,wdtung@gmail.com,
2014-10-30,宜蘭縣民宿1152號,民宿,好客民宿,否,隱廬,宜蘭縣,三星鄉,266,宜蘭縣三星鄉三星路二段99巷110號,03-9893785,-,5,lin60512@gmail.com,https://zh-tw.facebook.com/InLulls
2014-10-30,新北市民宿196號,民宿,,否,車頭頂民宿,新北市,平溪區,226,新北市平溪區十分街27號,02-24958055,-,2,,http://ghetouding.okgo.tw
2014-10-30,宜蘭縣民宿1154號,民宿,,否,圓如玉民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉鹿埔村松樹路228、230號,0937-096191,-,5,may032215@yahoo.com.tw,
2014-10-28,花蓮縣民宿1477號,民宿,好客民宿,否,藍山會館民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉太昌村16鄰山邊135號,03-8568089,03-8569089,5,ling6096@yahoo.com.tw,http://www.azurevilla.com.tw/
2014-10-27,高雄市旅館460號,旅館,,否,泓揚精緻商旅,高雄市,新興區,800,高雄市新興區七賢二路74號5、6、10樓,07-2855696,07-2853033,30,bamboo.hotel2014@gmail.com,
2014-10-27,花蓮縣民宿1476號,民宿,好客民宿,否,佳園溫馨民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉北昌村2鄰自樂街48號,0937-090710,-,4,chaiyuan1015@gmail.com,
2004-02-23,臺南市旅館170號,旅館,,是,芳谷旅社,臺南市,白河區,732,臺南市白河區關嶺里關子嶺24-11號,06-6822222,06-6822510,32,,http://www.fungohouse.tw/
2014-10-27,花蓮縣民宿1475號,民宿,,否,佳園幸福民宿,花蓮縣,吉安鄉,973,花蓮縣吉安鄉北昌村2鄰自樂街50號,0937-090710,-,4,,
2014-10-27,連江縣旅館003號,旅館,,否,隴之悅驛宿館,連江縣,南竿鄉,209,連江縣南竿鄉介壽村8鄰215號,0836-23488,0836-22510,16,masthotel.tw@gmail.com,https://www.facebook.com/%E9%9A%B4%E4%B9%8B%E6%82%85%E9%A9%9B%E5%AE%BF%E9%A4%A8-728818047184008/
2014-10-24,臺南市旅館279號,旅館,四星級,否,富信大飯店,臺南市,北區,704,臺南市北區成功路336號,06-2229801,06-2229802,174,fstn.hr@fushin-hotel.com.tw,http://www.fushin-hotel.com.tw
2014-10-24,屏東縣民宿253號,民宿,,否,東港海風民宿,屏東縣,東港鎮,928,屏東縣東港鎮嘉新一街370號,08-8336811,-,4,q20100419@yahoo.com.tw,http://www.hi-fun.com.tw/
2014-10-24,屏東縣民宿254號,民宿,好客民宿,否,芳鄰民宿,屏東縣,東港鎮,928,屏東縣東港鎮嘉新路160、162號,0988-610213,07-7839426,5,funny160162@gmail.com,http://funnybnb.com/
2014-10-24,屏東縣民宿252號,民宿,,否,瑪雅風采民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路330-8號,08-8861925,08-8862858,2,shuminkt@gmail.com,
2014-10-22,花蓮縣民宿1471號,民宿,,否,花東漫活亞綠亞民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市民權九街1巷2號,0989-777158,-,4,jf0829@yahoo.com.tw,
2014-10-22,花蓮縣民宿1472號,民宿,,否,禮樂民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市國富里37鄰中央路三段830號,0936-925239,03-8460239,3,linijjc@gmail.com,
2014-10-21,宜蘭縣民宿1147號,民宿,,否,早。稻田民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉保安一路316號,0981-195096,-,5,ohiyofarm@gmail.com,https://dearbnb.com/zh/bnb/ohiyo-farm-bb/
2014-10-21,宜蘭縣民宿1149號,民宿,,否,候鳥旅宿,宜蘭縣,頭城鎮,261,宜蘭縣頭城鎮濱海路六段317號,02-12345678,-,4,,https://lin.ee/30bYDaC
2014-10-21,臺東縣旅館125號,旅館,二星級,否,中華典藏商旅,臺東縣,臺東市,950,臺東縣臺東市中華路1段420號,089-322369,089-322585,27,kiwi2wiki@gmail.com,http://www.zhotel.com.tw
2014-10-20,宜蘭縣民宿1146號,民宿,,否,依之園民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮四維路155巷8號,03-9562525,-,4,hei615722@yahoo.com.tw,
2014-10-20,宜蘭縣民宿1145號,民宿,好客民宿,否,宜蘭幸福青鳥民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉三興村三結三路5巷10號,0939-241070,-,5,dodomaykimo@yahoo.com.tw,http://greenbird.yibnb.net
2014-10-20,臺中市旅館334號,旅館,,否,台中車站快捷旅店,臺中市,東區,401,臺中市東區復興路四段184號,04-22261822,04-22248346,21,mydeargeorge@hotmail.com,
2014-10-16,屏東縣民宿251號,民宿,,否,墾丁青山旅店民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮大灣路120巷3號,08-8861001,08-8862401,5,Serenakuo928@gmail.com,
2014-10-16,臺東縣民宿807號,民宿,,否,花緣民宿,臺東縣,臺東市,950,臺東縣臺東市中興路2段78號,0909-016866,-,4,v91507223@yahoo.com.tw,
2014-10-16,屏東縣民宿250號,民宿,,否,琉球谷民宿,屏東縣,琉球鄉,929,屏東縣琉球鄉三民路250號,08-8614549,-,5,s0910880497@yahoo.com.tw,
2014-10-16,花蓮縣旅館145號,旅館,三星級,否,花蓮力麗華美達安可酒店,花蓮縣,花蓮市,970,花蓮縣花蓮市主力里15鄰林森路33號,03-8350666,03-8350777,168,fin@ramadaencorehualien.com,https://hualien.lealeahotel.com/
2014-10-15,臺東縣旅館124號,旅館,,否,娜路彎會館,臺東縣,臺東市,950,臺東縣臺東市中興路二段385號,089-235500,089-231100,97,fanny@naruwan-hotel.com.tw,
2014-10-14,宜蘭縣民宿1139號,民宿,,否,夏沐雷,宜蘭縣,五結鄉,268,宜蘭縣五結鄉協和村公園一路3號,0934-301602,-,5,charmole.ilan@gmail.com,
2014-10-14,宜蘭縣民宿1142號,民宿,好客民宿,否,布蕾頓法式鄉村民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉水源路37巷28號,0905-377128,-,5,bjqslin@gmail.com,https://bruleesdone.com.tw/
2014-10-14,宜蘭縣民宿1143號,民宿,,否,童趣樂園,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉廣興村廣興路529巷2弄20號,03-9517776,-,2,tungchu529@gmail.com,
2014-10-09,宜蘭縣民宿1138號,民宿,好客民宿,否,秘境１３,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮忠孝新村13號,0952-815100,-,2,vernnica815@gmail.com,http://www.mystery13bnb.com.tw
2014-10-13,雲林縣旅館078號,旅館,,否,雲林商務旅館,雲林縣,土庫鎮,633,雲林縣土庫鎮光明路302號,05-6621111,05-6623333,18,francios05@yahoo.com,http://apm008.surehigh.com.tw/francios/#restaurant
2014-10-10,屏東縣民宿248號,民宿,,否,禾田旅宿,屏東縣,東港鎮,928,屏東縣東港鎮嘉新一街352號,0913-109869,-,4,hotianinn@gmail.com,
2014-10-10,屏東縣民宿247號,民宿,好客民宿,否,日安‧寶貝民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮砂尾路71-3號,08-8867565,-,5,bonjourbebe713@gmail.com,http://www.bonjourbebe713.com/
2014-10-09,新北市民宿193號,民宿,,否,晴悅民宿,新北市,瑞芳區,224,新北市瑞芳區基山街31巷27號,0965-407349,02-24976408,4,ching.yue888@gmail.com,http://www.ching-yue.url.tw/
2014-10-07,宜蘭縣民宿1136號,民宿,,否,水舞間,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉水井一路92號,0921-795021,-,4,waterdance92@gmail.com,http://www.waterdance.com.tw
2014-10-07,屏東縣民宿246號,民宿,好客民宿,否,蔚藍白鷺民宿,屏東縣,東港鎮,928,屏東縣東港鎮嘉新一街358號,0933-620438,-,5,bleuheron358@gmail.com,
2014-10-07,高雄市民宿077號,民宿,,否,吉梅雅舍民宿,高雄市,阿蓮區,822,高雄市阿蓮區復安里復安32-7號,07-3867214,-,1,,
2014-10-06,屏東縣民宿245號,民宿,,否,墾丁愛情海名宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路和平巷93號,08-8861238,-,4,mdav93@gmail.com,
2014-10-06,花蓮縣民宿1470號,民宿,,否,串門子國際青年背包客民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市忠孝街42號,0989-010062,-,5,dropbyhostel@gmail.com,http://www.twstay.com/Site/about.aspx?BNB=backpacker-hostel
2014-10-06,臺中市旅館333號,旅館,,否,璞樹文旅,臺中市,西屯區,407,臺中市西屯區黎明路三段235號,04-24510235,04-24513235,42,resv@treeart.com.tw,http://www.treeart.com.tw
2014-10-06,宜蘭縣民宿1134號,民宿,,否,樂活小屋,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉富堵三路52號,03-9596767,-,2,viviantsai225@gmail.com,http://lohas.yibnb.com/
2014-10-03,臺東縣民宿805號,民宿,,否,紫晶奇緣民宿,臺東縣,卑南鄉,954,臺東縣卑南鄉杉原18號,0910-183987,-,5,a123123123635@gmail.com,
2014-10-03,宜蘭縣民宿1133號,民宿,,否,首席渡假村民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉三吉中路69號,03-9605855,-,5,adelai77@yahoo.com.tw,
2014-10-03,苗栗縣民宿283號,民宿,,否,好自在民宿,苗栗縣,泰安鄉,365,苗栗縣泰安鄉大興村4鄰57號,037-993501,-,4,,
2014-10-02,花蓮縣民宿1469號,民宿,,否,牛轉乾坤民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市榮正街78巷20號,0978-015876,-,4,betterfuture999@gmail.com,
2014-10-01,金門縣民宿207號,民宿,,否,想耀民宿,金門縣,金沙鎮,890,金門縣金沙鎮碧山22號,082-352177,-,3,anycalljen@gmail.com,
2014-10-01,彰化縣民宿025號,民宿,好客民宿,否,悠嫻民宿,彰化縣,福興鄉,506,彰化縣福興鄉彰鹿路7段330巷127弄28號,04-7769938,04-7769200,5,tzuyuchen0931@gmail.com,https://www.easystay.url.tw/
2014-10-01,屏東縣民宿239號,民宿,好客民宿,否,東港許願宿民宿,屏東縣,東港鎮,928,屏東縣東港鎮新基街109巷6號,08-8336397,-,3,install740310@gmail.com,https://pingtung.easytravel.com.tw/
2014-10-01,屏東縣民宿244號,民宿,好客民宿,否,貝殼沙民宿,屏東縣,琉球鄉,929,屏東縣琉球鄉三民路221-2號,08-8613050,-,5,e0938772120@yahoo.com.tw,
2014-10-01,臺東縣民宿804號,民宿,,否,迷路找路,臺東縣,關山鎮,956,臺東縣關山鎮新福里2鄰和平路136之2號,089-811201,-,5,lostandfindbnb@gmall.com,http://lostandfindbnb.pgo.tw/
2014-10-01,花蓮縣民宿1465號,民宿,,否,角舍背包客棧民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市中山路743號,03-8564268,-,4,weiwei00006314@gmail.com,http://www.cornerhouse.com.tw
2014-09-30,屏東縣民宿243號,民宿,,否,航海民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮船帆路622號,08-8851033,08-8851558,5,a0912093346@yahoo.com.tw,http://www.hanghaibnb.com
2014-09-30,宜蘭縣民宿1132號,民宿,,否,綠野甜屋,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉玉龍路二段151巷21號,0979-180586,-,4,gfsh12-37@hotmail.com,http://gfsh12-37.okgo.tw/
2014-09-30,臺東縣民宿801號,民宿,,否,鐵花108民宿,臺東縣,臺東市,950,臺東縣臺東市鐵花路108號,0936-936120,-,5,,
2014-09-30,臺東縣民宿803號,民宿,,否,水都威尼斯,臺東縣,臺東市,950,臺東縣臺東市正氣路73號,089-360666,089-318188,5,fg0525.tang@msa.hinet.net,http://venice.so-ez.com.tw
2014-09-30,花蓮縣民宿1463號,民宿,,否,綠野森林民宿,花蓮縣,光復鄉,976,花蓮縣光復鄉大平村佛祖街336巷20號,03-8354321,-,5,,
2014-09-26,南投縣民宿598號,民宿,,否,猿緣園民宿,南投縣,國姓鄉,544,南投縣國姓鄉大石村昌榮巷55-28號,049-2450880,049-2452880,7,monkeykingrnb@gmail.com,
2014-09-26,臺東縣民宿800號,民宿,好客民宿,否,好望角渡假民宿,臺東縣,綠島鄉,951,臺東縣綠島鄉公館村3鄰33號,089-672241,-,5,tain2630@hotmail.com,
2014-09-26,屏東縣民宿238號,民宿,,否,東港海灣精品民宿,屏東縣,東港鎮,928,屏東縣東港鎮新基街71巷14號,08-8338022,-,1,,
2014-09-26,屏東縣民宿242號,民宿,好客民宿,否,鹿角民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路通海巷29號,08-8863336,-,5,,https://booking.owlting.com/ebf7f289-f4df-4341-9c94-f9dd629168f8
2014-09-25,花蓮縣民宿1460號,民宿,好客民宿,否,松邑莊園民宿,花蓮縣,瑞穗鄉,978,花蓮縣瑞穗鄉溫泉路三段2巷37號,03-8873318,03-8870389,5,silencemanor@gmail.com,http://www.thesilencemanor.com.tw/
2014-09-23,宜蘭縣民宿1129號,民宿,,否,蝸牛的家,宜蘭縣,五結鄉,268,宜蘭縣五結鄉利澤村利澤西路6-2號,0989-245743,-,5,michael820801@gmail.com,
2014-09-23,花蓮縣民宿1457號,民宿,,否,穗花緣民宿,花蓮縣,瑞穗鄉,978,花蓮縣瑞穗鄉溫泉路一段23巷1弄18號,0988-038310,-,5,,
